Plant_ID,Scientific Name,recordID,scientificName,acceptedName,commonName,regionGroup,primaryMicroregion,fineHabitatTags,fineHabitatSummary,moistureWaterLight,wetlandStatusSummary,confidence,reviewNeeded,publicStatus,publicationNote,sourceUseNote,datasetVersion,lastUpdated,onlineSlug,lbjProfileURL,usdaPlantsURL,fnaSearchURL,fnaDirectCandidateURL,wetlandPlantListURL,nrcsWebSoilSurveyURL,nrcsEDITURL,epaEcoregionsURL,tpwdEMSURL,secondaryMicroregions
Viola missouriensis,Viola missouriensis,174,Viola missouriensis,Viola missouriensis,Missouri Violet,Woodland and karst upland systems,Upland Woodland,upland woodland or shaded understory,upland woodland or shaded understory,"Moist; Medium; Part Shade , Shade; Low","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FAC FACW FACU FACW FACW FAC FACW | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",Medium,Optional,Publish with caveat,"Usable for public draft release, but should remain flagged as provisional until optional spot-check or field/GIS support is added.","LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,viola-missouriensis,https://www.wildflower.org/plants/result.php?id_plant=VIMI3,https://plants.usda.gov/home/basicSearchResults?searchString=Viola+missouriensis,https://floranorthamerica.org/Special:Search?search=Viola+missouriensis,https://floranorthamerica.org/Viola_missouriensis,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Karst Outcrops; Shallow Upland Prairie
Rivina humilis,Rivina humilis,175,Rivina humilis,Rivina humilis,"Pigeonberry, Rouge Plant, Baby-peppers, Bloodberry",Upland prairie and open grassland systems,Shallow Upland Prairie,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,Moist; Medium; Part Shade,"Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: UPL FAC UPL UPL FAC UPL FAC FAC | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,rivina-humilis,https://www.wildflower.org/plants/result.php?id_plant=RIHU2,https://plants.usda.gov/home/basicSearchResults?searchString=Rivina+humilis,https://floranorthamerica.org/Special:Search?search=Rivina+humilis,https://floranorthamerica.org/Rivina_humilis,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,
Ageratina havanensis,Ageratina havanensis,176,Ageratina havanensis,Ageratina havanensis,"Shrubby Boneset, White Mistflower, White Shrub Mistflower, Havana Snakeroot",Woodland and karst upland systems,Karst Outcrops,"limestone ledge, cliff, or bluff","limestone ledge, cliff, or bluff","Dry; Sun , Part Shade",,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,ageratina-havanensis,https://www.wildflower.org/plants/result.php?id_plant=AGHA4,https://plants.usda.gov/home/basicSearchResults?searchString=Ageratina+havanensis,https://floranorthamerica.org/Special:Search?search=Ageratina+havanensis,https://floranorthamerica.org/Ageratina_havanensis,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Upland Woodland
Aloysia gratissima,Aloysia gratissima,177,Aloysia gratissima,Aloysia gratissima,"Whitebrush, Bee-brush, White-brush, Common Bee-brush, Beebrush, Privet Lippia",Woodland and karst upland systems,Karst Outcrops,"limestone ledge, cliff, or bluff","limestone ledge, cliff, or bluff","Moist; Medium; Sun , Part Shade",,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,aloysia-gratissima,https://www.wildflower.org/plants/result.php?id_plant=ALGR2,https://plants.usda.gov/home/basicSearchResults?searchString=Aloysia+gratissima,https://floranorthamerica.org/Special:Search?search=Aloysia+gratissima,https://floranorthamerica.org/Aloysia_gratissima,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Shallow Upland Prairie
Amorpha canescens,Amorpha canescens,178,Amorpha canescens,Amorpha canescens,Leadplant,Upland prairie and open grassland systems,Shallow Upland Prairie,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,"Dry; Low; Sun , Part Shade; High",,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,amorpha-canescens,https://www.wildflower.org/plants/result.php?id_plant=AMCA6,https://plants.usda.gov/home/basicSearchResults?searchString=Amorpha+canescens,https://floranorthamerica.org/Special:Search?search=Amorpha+canescens,https://floranorthamerica.org/Amorpha_canescens,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Shallow Upland Prairie; Karst Outcrops
Amorpha fruticosa,Amorpha fruticosa,179,Amorpha fruticosa,Amorpha fruticosa,"Indigo Bush, False Indigo Bush, False Indigo, Desert False Indigo",Upland prairie and open grassland systems,Shallow Upland Prairie,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,"Moist; Low; Sun , Part Shade; Medium","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACW FACW FACW FACW FACW FACW FACW | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,amorpha-fruticosa,https://www.wildflower.org/plants/result.php?id_plant=AMFR,https://plants.usda.gov/home/basicSearchResults?searchString=Amorpha+fruticosa,https://floranorthamerica.org/Special:Search?search=Amorpha+fruticosa,https://floranorthamerica.org/Amorpha_fruticosa,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Ecotone / Edge Thicket; Deep Clay Prairie; Mesic Canyons & Seeps
Amorpha roemeriana,Amorpha roemeriana,180,Amorpha roemeriana,Amorpha roemeriana,"Texas Indigo Bush, Roemer's false indigo",Upland prairie and open grassland systems,Shallow Upland Prairie,open dry upland prairie/grassland,open dry upland prairie/grassland,"Dry , Moist; Part Shade","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACU FACU | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",Medium,Optional,Publish with caveat,"Usable for public draft release, but should remain flagged as provisional until optional spot-check or field/GIS support is added.","LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,amorpha-roemeriana,https://www.wildflower.org/plants/result.php?id_plant=AMRO2,https://plants.usda.gov/home/basicSearchResults?searchString=Amorpha+roemeriana,https://floranorthamerica.org/Special:Search?search=Amorpha+roemeriana,https://floranorthamerica.org/Amorpha_roemeriana,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,
Anisacanthus quadrifidus var. wrightii,Anisacanthus quadrifidus var. wrightii,181,Anisacanthus quadrifidus var. wrightii,Anisacanthus quadrifidus var. wrightii,Flame Acanthus,Woodland and karst upland systems,Karst Outcrops,stream/river bank; floodplain/bottomland; limestone/caliche/calcareous; rocky/ledge/slope/ridge; prairie/open field/meadow; dry upland; moist mesic; sunny open,"rocky stream banks/floodplains, shrublands, grasslands, caliche/limestone slopes","Dry , Moist; Low; Sun , Part Shade; High",,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,anisacanthus-quadrifidus-var-wrightii,https://www.wildflower.org/plants/result.php?id_plant=ANQUW,https://plants.usda.gov/home/basicSearchResults?searchString=Anisacanthus+quadrifidus+var.+wrightii,https://floranorthamerica.org/Special:Search?search=Anisacanthus+quadrifidus+var.+wrightii,https://floranorthamerica.org/Anisacanthus_quadrifidus_var_wrightii,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Riparian Banks; Shallow Upland Prairie; Upland Savanna
Bernardia myricifolia,Bernardia myricifolia,182,Bernardia myricifolia,Bernardia myricifolia,Mouse Ears,"Ecotone, thicket, and disturbance-edge systems",Ecotone / Edge Thicket,woodland/wood edge; dry upland; sunny open; shade/part shade,low-water sun/part shade shrub/edge context,,,Medium,Optional,Publish with caveat,"Usable for public draft release, but should remain flagged as provisional until optional spot-check or field/GIS support is added.","LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,bernardia-myricifolia,https://www.wildflower.org/plants/result.php?id_plant=BEMY,https://plants.usda.gov/home/basicSearchResults?searchString=Bernardia+myricifolia,https://floranorthamerica.org/Special:Search?search=Bernardia+myricifolia,https://floranorthamerica.org/Bernardia_myricifolia,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Shallow Upland Prairie; Upland Woodland
Callicarpa americana,Callicarpa americana,183,Callicarpa americana,Callicarpa americana,"American Beautyberry , French Mulberry",Woodland and karst upland systems,Upland Woodland,upland woodland or shaded understory,upland woodland or shaded understory,Moist; Low; Part Shade; Medium,"Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACU FACU FACU FACU | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,callicarpa-americana,https://www.wildflower.org/plants/result.php?id_plant=CAAM2,https://plants.usda.gov/home/basicSearchResults?searchString=Callicarpa+americana,https://floranorthamerica.org/Special:Search?search=Callicarpa+americana,https://floranorthamerica.org/Callicarpa_americana,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Shallow Upland Prairie
Celtis ehrenbergiana,Celtis ehrenbergiana,184,Celtis ehrenbergiana,Celtis ehrenbergiana,Desert (Spiny) Hackberry,Upland prairie and open grassland systems,Shallow Upland Prairie,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,"Dry; Low; Sun , Part Shade; High",,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,celtis-ehrenbergiana,https://www.wildflower.org/plants/result.php?id_plant=CEEH,https://plants.usda.gov/home/basicSearchResults?searchString=Celtis+ehrenbergiana,https://floranorthamerica.org/Special:Search?search=Celtis+ehrenbergiana,https://floranorthamerica.org/Celtis_ehrenbergiana,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Karst Outcrops
Cephalanthus occidentalis,Cephalanthus occidentalis,185,Cephalanthus occidentalis,Cephalanthus occidentalis,"Common Buttonbush, Buttonbush, Button Willow, Honey Bells, Honeybells, Honey Balls, Honeyballs, Button-bush","Aquatic, spring-run, and wetland systems",Aquatic / Spring Runs,pond/lake margin or shallow open water,pond/lake margin or shallow open water,"Moist , Wet; High; Part Shade , Shade; Medium","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: OBL OBL OBL OBL OBL OBL OBL | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,cephalanthus-occidentalis,https://www.wildflower.org/plants/result.php?id_plant=CEOC2,https://plants.usda.gov/home/basicSearchResults?searchString=Cephalanthus+occidentalis,https://floranorthamerica.org/Special:Search?search=Cephalanthus+occidentalis,https://floranorthamerica.org/Cephalanthus_occidentalis,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Shallow Upland Prairie
